来源,代码,名称,现价,涨幅,成交 (万元),场内份额 (万份),场内新增 (万份),T-2净值,净值日期,T-1估值,估值日期,T-1溢价率,实时估值,实时溢价率,相关标的,T-1指数涨幅,申购费,申购状态,赎回费,赎回状态,管托费,基金公司,操作,相关标的/业绩比较
欧美市场,513350,标普油气ETF,0.908,1.11%,16772.31,73275,0,0.9113,25-05-12,0.9112,25-05-12,-0.35%,-,-,标普石油天然气勘探及生产,3.69%,0.5%,开放申购,0.5%,开放赎回,0.60%,富国基金,,
欧美市场,513650,标普500ETF基金,1.505,0.80%,9968.83,233073,0,1.5145,25-05-12,1.5121,25-05-12,-0.47%,会员,会员,标普500,3.26%,-,开放申购,-,开放赎回,0.75%,南方基金,,
欧美市场,513870,纳指ETF富国,1.422,0.85%,10953.71,122967,100,1.4302,25-05-12,1.4301,25-05-12,-0.57%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,0.60%,富国基金,,
欧美市场,513400,道琼斯ETF,1.095,0.92%,9879.53,162406,0,1.1012,25-05-12,1.1015,25-05-12,-0.59%,会员,会员,道琼斯工业平均指数,2.81%,-,开放申购,-,开放赎回,0.65%,鹏华基金,,
欧美市场,513500,标普500ETF,1.977,0.71%,54374.5,927764,700,1.9893,25-05-12,1.9890,25-05-12,-0.60%,会员,会员,标普500,3.26%,0.50%,开放申购,0.50%,开放赎回,0.80%,博时基金,,
欧美市场,159577,美国50ETF,1.197,1.10%,9547.87,93067,0,1.2043,25-05-12,1.2045,25-05-12,-0.62%,-,-,美国50,3.81%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
欧美市场,161127,标普生物科技LOF,1.168,2.46%,4041.07,20426,132,1.175,25-05-12,1.1754,25-05-12,-0.63%,-,-,标普生物科技精选行业指数,4.09%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
欧美市场,159502,标普生物科技ETF,0.847,2.05%,15002.5,144632,2000,0.8525,25-05-12,0.8527,25-05-12,-0.67%,-,-,标普生物科技精选行业指数,4.09%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
欧美市场,159501,纳斯达克指数ETF,1.402,0.79%,41785.59,546899,3000,1.412,25-05-12,1.4119,25-05-12,-0.70%,会员,会员,纳斯达克100,4.02%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
欧美市场,513110,纳斯达克100ETF,1.725,0.82%,20813.23,238744,0,1.7372,25-05-12,1.7374,25-05-12,-0.71%,会员,会员,纳斯达克100,4.02%,0.50%,开放申购,0.50%,开放赎回,1.00%,华泰柏瑞,,
欧美市场,513390,纳指100ETF,1.675,0.78%,18248.25,164138,700,1.6872,25-05-12,1.6872,25-05-12,-0.72%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,0.65%,博时基金,,
欧美市场,159659,纳斯达克100ETF,1.608,0.75%,37711.76,316274,500,1.6203,25-05-12,1.6207,25-05-12,-0.78%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,0.65%,招商基金,,
欧美市场,513850,美国50ETF,1.328,0.91%,20309.25,168089,0,1.3385,25-05-12,1.3385,25-05-12,-0.78%,-,-,美国50,3.81%,-,开放申购,-,开放赎回,0.60%,易方达,,
欧美市场,159696,纳指ETF易方达,1.385,0.73%,19521.46,223782,0,1.3967,25-05-12,1.3968,25-05-12,-0.84%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,0.60%,易方达,,
欧美市场,161125,标普500LOF,2.545,1.19%,1319.08,19482,0,2.5728,25-05-12,2.5727,25-05-12,-1.08%,会员,会员,标普500,3.26%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
欧美市场,160140,美国REIT精选LOF,1.277,-0.23%,1659.37,14877,-2,1.292,25-05-12,1.2917,25-05-12,-1.14%,-,-,道琼斯美国精选REIT指数,1.01%,1.20%,限300,1.50%,开放赎回,1.00%,南方基金,,
欧美市场,159655,标普ETF,1.518,0.53%,18354.22,215614,2800,1.5299,25-05-12,1.5359,25-05-12,-1.17%,会员,会员,标普500,3.26%,0.50%,开放申购,0.50%,开放赎回,0.75%,华夏基金,,
欧美市场,501225,全球芯片LOF T+1,1.385,1.69%,728.31,11108,-23,1.4127,25-05-12,1.4032,25-05-12,-1.30%,-,-,全球芯片,-,1.50%,限1千,1.50%,开放赎回,1.40%,景顺长城,,
欧美市场,513080,法国CAC40ETF,1.646,-0.66%,13190.69,53592,0,1.671,25-05-12,1.6678,25-05-12,-1.31%,-,-,法国CAC40,1.37%,-,暂停申购,-,开放赎回,0.65%,华安基金,,
欧美市场,161130,纳斯达克100LOF,3.363,0.84%,1963.62,9655,1,3.4125,25-05-12,3.4125,25-05-12,-1.45%,会员,会员,纳斯达克100,4.02%,1.20%,限100,1.50%,开放赎回,0.60%,易方达,,
欧美市场,161128,标普信息科技LOF,4.629,1.27%,6573.83,33403,3,4.7119,25-05-12,4.7106,25-05-12,-1.73%,-,-,标普500信息科技指数,4.66%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
欧美市场,164824,印度基金LOF,1.504,-0.86%,19664.13,150515,-948,1.5353,25-05-12,1.5350,25-05-12,-2.02%,会员,会员,印度ETP指数,-,1.20%,暂停申购,1.50%,开放赎回,1.40%,工银瑞信,,
欧美市场,161126,标普医疗保健LOF,1.781,1.37%,2501.68,6008,-17,1.8273,25-05-12,1.8203,25-05-12,-2.16%,-,-,标普500医疗保健等权重指数,2.43%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
欧美市场,501312,海外科技LOF,1.53,1.32%,5415.44,24832,-24,1.5647,25-05-12,1.5644,25-05-12,-2.20%,-,-,海外科技,-,1.20%,限100,1.50%,开放赎回,1.20%,华宝基金,,
欧美市场,513220,中概互联ETF,1.252,-0.48%,8564.11,21711,-5000,1.2861,25-05-12,1.2807,25-05-12,-2.24%,-,-,中证全球中国互联网指数,3.63%,-,开放申购,-,开放赎回,0.65%,招商基金,,
欧美市场,159605,中概互联ETF,1.069,-0.28%,61953.05,457449,-20000,1.1025,25-05-12,1.0968,25-05-12,-2.53%,-,-,中证海外中国互联网30指数,3.76%,-,开放申购,-,开放赎回,0.60%,广发基金,,
欧美市场,164906,中概互联网LOF,1.197,0.25%,1940.84,100120,-101,1.2328,25-05-12,1.2281,25-05-12,-2.53%,-,-,中证海外中国互联网指数,4.63%,1.20%,开放申购,1.50%,开放赎回,1.40%,交银施罗德,,
欧美市场,159607,中概互联网ETF,1.064,-0.37%,28371.35,123483,-3000,1.0975,25-05-12,1.0918,25-05-12,-2.55%,-,-,中证海外中国互联网30指数,3.76%,0.00%,开放申购,0.00%,开放赎回,0.60%,嘉实基金,,
欧美市场,513050,中概互联网ETF,1.411,-0.56%,246161.52,2486843,-63900,1.4532,25-05-12,1.4527,25-05-12,-2.87%,-,-,中国互联网50,4.37%,0.50%,开放申购,0.50%,开放赎回,0.80%,易方达,,
欧美市场,160644,港美互联网LOF,1.294,0.70%,1592.67,5046,13,1.3144,25-05-12,1.3347,25-05-12,-3.05%,-,-,中证海外中国互联网指数,4.63%,1.50%,限10万,1.50%,开放赎回,1.40%,鹏华基金,,
欧美市场,159329,沙特ETF,1.024,2.40%,93736.83,91169,1000,0.9826,25-05-12,-,-,-,-,-,富时沙特阿拉伯,-,-,开放申购,-,开放赎回,0.60%,南方基金,,
欧美市场,159687,亚太精选ETF,1.324,-0.53%,3421.03,47523,0,1.3237,25-05-12,-,-,-,-,-,富时亚太低碳精选,-,-,开放申购,-,开放赎回,0.25%,南方基金,,
欧美市场,160125,南方香港LOF,1.449,-0.34%,1025.23,6439,244,1.4585,25-05-12,-,-,-,-,-,恒生指数,-,1.30%,开放申购,1.50%,开放赎回,1.40%,南方基金,,
欧美市场,520830,沙特ETF,0.992,0.71%,33918.62,81562,500,0.9722,25-05-12,-,-,-,-,-,富时沙特阿拉伯,-,-,开放申购,-,开放赎回,0.60%,华泰柏瑞,,
商品市场,161116,黄金主题LOF,1.398,6.64%,78237.45,14316,2,1.288,25-05-12,1.2976,25-05-12,7.74%,会员,会员,,,0,暂停申购,1.50%,开放赎回,1.40%,易方达,,50%伦敦金现货+50%全球金矿股指数
商品市场,161129,原油LOF易方达,1.161,0.61%,12929.12,15252,0,1.1306,25-05-12,1.132,25-05-12,2.56%,会员,会员,,,1.20%,暂停申购,1.50%,开放赎回,1.20%,易方达,,标普高盛原油商品指数
商品市场,501018,南方原油LOF,1.162,-0.68%,1251.42,19646,165,1.1453,25-05-12,1.1441,25-05-12,1.56%,会员,会员,,,1.20%,限100,1.50%,开放赎回,1.20%,南方基金,,60%WTI+40%BRENT原油价格
商品市场,165513,中信保诚商品LOF,0.85,-0.35%,1072.94,6325,-328,0.8465,25-05-12,0.8492,25-05-12,0.09%,-,-,,,1.60%,开放申购,1.50%,开放赎回,2.05%,信诚基金,,标准普尔高盛商品总收益指数
商品市场,164701,黄金LOF,1.364,-0.37%,12305.41,21778,-21,1.364,25-05-12,1.3631,25-05-12,0.07%,会员,会员,,,0.80%,限50,1.50%,开放赎回,1.20%,汇添富,,伦敦金价格
商品市场,160719,嘉实黄金LOF,1.594,-0.38%,13393.8,16094,-3,1.593,25-05-12,1.5955,25-05-12,-0.09%,会员,会员,,,0.80%,限100,1.50%,开放赎回,1.26%,嘉实基金,,伦敦金价格
商品市场,160216,国泰商品LOF,0.539,-1.82%,1556.91,11259,-30,0.544,25-05-12,0.543,25-05-12,-0.74%,-,-,,,1.50%,开放申购,1.50%,开放赎回,1.85%,国泰基金,,国泰大宗商品配置指数
商品市场,160723,嘉实原油LOF,1.295,-0.61%,3553.49,14839,1416,1.3044,25-05-12,1.3055,25-05-12,-0.80%,会员,会员,,,1.20%,限100,1.50%,开放赎回,1.28%,嘉实基金,,WTI原油价格
商品市场,161815,抗通胀LOF,0.822,-0.24%,991.96,7048,-96,0.823,25-05-12,0.8316,25-05-12,-1.15%,-,-,,,1.60%,开放申购,1.50%,开放赎回,2.15%,银华基金,,标普高盛商品总指数
商品市场,163208,全球油气能源LOF,0.952,0.42%,1551.74,4931,-183,0.967,25-05-12,0.9641,25-05-12,-1.26%,-,-,,,1.50%,开放申购,1.50%,开放赎回,1.40%,诺安基金,,标普能源行业指数
商品市场,160416,石油基金LOF,1.604,-0.19%,1368.72,7069,0,1.6333,25-05-12,1.6255,25-05-12,-1.32%,-,-,,,0.00%,限10,1.50%,开放赎回,1.00%,华安基金,,标普全球石油指数
商品市场,162719,石油LOF,2.169,1.21%,2523.94,5675,-93,2.1983,25-05-12,2.2,25-05-12,-1.41%,-,-,,,1.20%,限500,1.50%,开放赎回,1.20%,广发基金,,道琼斯美国石油开发与生产指数
商品市场,162411,华宝油气LOF,0.69,1.62%,9787.17,138221,10,0.7003,25-05-12,0.7,25-05-12,-1.43%,-,-,,,1.50%,限50,1.50%,开放赎回,1.20%,华宝基金,,标普石油天然气上游股票指数
亚洲市场,159529,标普消费ETF,1.557,10.04%,301502.93,40354,0,1.2424,25-05-12,1.2448,25-05-12,25.08%,-,-,标普500消费精选指数,2.91%,-,开放申购,-,开放赎回,0.70%,景顺长城,,
亚洲市场,159612,标普500ETF,1.868,10.01%,364939.54,34690,0,1.5621,25-05-12,1.5619,25-05-12,19.60%,会员,会员,标普500,3.26%,0.50%,暂停申购,0.5%,开放赎回,0.75%,国泰基金,,
亚洲市场,513030,德国ETF,1.846,-2.84%,63226.85,72978,0,1.7838,25-05-12,1.7841,25-05-12,3.47%,会员,会员,德国DAX,0.29%,-,暂停申购,-,开放赎回,1.00%,华安基金,,
亚洲市场,159509,纳指科技ETF,1.482,1.16%,100490.52,633556,100,1.446,25-05-12,1.4498,25-05-12,2.22%,-,-,纳斯达克科技市值加权,4.92%,-,开放申购,-,开放赎回,1.00%,景顺长城,,
亚洲市场,513730,东南亚科技ETF,1.214,-0.25%,9874.96,147136,0,1.1932,25-05-12,-,25-05-09,-,-,-,新交所泛东南亚科技指数,-,-,开放申购,-,开放赎回,0.50%,华泰柏瑞,,
亚洲市场,159941,纳指ETF,1.149,0.88%,119961.48,2180781,130,1.1335,25-05-12,1.1340,25-05-12,1.32%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,1.00%,广发基金,,
亚洲市场,159822,新经济ETF,0.669,0.45%,16010.32,61313,-2000,0.6829,25-05-12,-,25-05-09,-,-,-,标普中国新经济行业指数,-,-,开放申购,-,开放赎回,0.35%,银华基金,,
亚洲市场,162415,美国消费LOF,2.826,1.55%,37845.75,14521,1,2.795,25-05-12,2.7947,25-05-12,1.12%,-,-,标普可选消费品精选版块指数,5.04%,1.20%,限100,1.50%,开放赎回,1.20%,华宝基金,,
亚洲市场,513100,纳指ETF,1.522,0.40%,96411.11,949911,0,1.507,25-05-12,1.5067,25-05-12,1.02%,会员,会员,纳斯达克100,4.02%,0.50%,暂停申购,0.50%,开放赎回,0.80%,国泰基金,,
亚洲市场,520580,新兴亚洲ETF,1.016,0.00%,7502.59,49198,0,1.0056,25-05-12,-,25-05-09,-,-,-,新交所新兴亚洲精选50指数,-,-,暂停申购,-,暂停赎回,0.50%,招商基金,,
亚洲市场,513360,教育ETF,0.518,1.97%,24622.59,123571,-1800,0.5171,25-05-12,0.5160,25-05-12,0.39%,-,-,中证全球中国教育主题指数,2.61%,0.50%,开放申购,0.50%,开放赎回,0.65%,博时基金,,
亚洲市场,501300,美元债LOF,0.967,-0.10%,2278.3,85231,28,0.963,25-05-12,0.9634,25-05-12,0.37%,-,-,美国债券综合指数,-0.34%,0.80%,限5万,1.50%,开放赎回,0.80%,海富通,,
亚洲市场,159660,纳指100ETF,1.644,0.80%,17633.56,176415,0,1.6426,25-05-12,1.6427,25-05-12,0.08%,会员,会员,纳斯达克100,4.02%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
亚洲市场,159632,纳斯达克ETF,1.711,0.59%,30572.65,537772,0,1.7095,25-05-12,1.7098,25-05-12,0.07%,会员,会员,纳斯达克100,4.02%,-,暂停申购,-,开放赎回,0.80%,华安基金,,
亚洲市场,513300,纳斯达克ETF,1.887,0.27%,100007.54,456067,3750,1.8814,25-05-12,1.8889,25-05-12,-0.10%,会员,会员,纳斯达克100,4.02%,0.50%,开放申购,0.50%,开放赎回,0.80%,华夏基金,,
亚洲市场,159561,德国ETF,1.3,-2.03%,33102.58,110650,2000,1.3015,25-05-12,1.3018,25-05-12,-0.14%,会员,会员,德国DAX,0.29%,-,开放申购,-,开放赎回,0.60%,嘉实基金,,
亚洲市场,159513,纳斯达克100指数ETF,1.263,1.04%,8291.36,469455,-300,1.2649,25-05-12,1.2650,25-05-12,-0.16%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,1.00%,大成基金,,
亚洲市场,159518,标普油气ETF,0.87,1.28%,22565.42,110133,0,0.8724,25-05-12,0.8724,25-05-12,-0.28%,-,-,标普石油天然气勘探及生产,3.69%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
亚洲市场,513290,纳指生物科技ETF,1.069,2.59%,15320.7,113507,0,1.0721,25-05-12,1.0728,25-05-12,-0.35%,-,-,纳斯达克生物科技,4.23%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
亚洲市场,513350,标普油气ETF,0.908,1.11%,16772.31,73275,0,0.9113,25-05-12,0.9112,25-05-12,-0.35%,-,-,标普石油天然气勘探及生产,3.69%,0.5%,开放申购,0.5%,开放赎回,0.60%,富国基金,,
亚洲市场,513650,标普500ETF基金,1.505,0.80%,9968.83,233073,0,1.5145,25-05-12,1.5121,25-05-12,-0.47%,会员,会员,标普500,3.26%,-,开放申购,-,开放赎回,0.75%,南方基金,,
亚洲市场,513870,纳指ETF富国,1.422,0.85%,10953.71,122967,100,1.4302,25-05-12,1.4301,25-05-12,-0.57%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,0.60%,富国基金,,
亚洲市场,513400,道琼斯ETF,1.095,0.92%,9879.53,162406,0,1.1012,25-05-12,1.1015,25-05-12,-0.59%,会员,会员,道琼斯工业平均指数,2.81%,-,开放申购,-,开放赎回,0.65%,鹏华基金,,
亚洲市场,513500,标普500ETF,1.977,0.71%,54374.5,927764,700,1.9893,25-05-12,1.9890,25-05-12,-0.60%,会员,会员,标普500,3.26%,0.50%,开放申购,0.50%,开放赎回,0.80%,博时基金,,
亚洲市场,159577,美国50ETF,1.197,1.10%,9547.87,93067,0,1.2043,25-05-12,1.2045,25-05-12,-0.62%,-,-,美国50,3.81%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
亚洲市场,161127,标普生物科技LOF,1.168,2.46%,4041.07,20426,132,1.175,25-05-12,1.1754,25-05-12,-0.63%,-,-,标普生物科技精选行业指数,4.09%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
亚洲市场,159502,标普生物科技ETF,0.847,2.05%,15002.5,144632,2000,0.8525,25-05-12,0.8527,25-05-12,-0.67%,-,-,标普生物科技精选行业指数,4.09%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
亚洲市场,159501,纳斯达克指数ETF,1.402,0.79%,41785.59,546899,3000,1.412,25-05-12,1.4119,25-05-12,-0.70%,会员,会员,纳斯达克100,4.02%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
亚洲市场,513110,纳斯达克100ETF,1.725,0.82%,20813.23,238744,0,1.7372,25-05-12,1.7374,25-05-12,-0.71%,会员,会员,纳斯达克100,4.02%,0.50%,开放申购,0.50%,开放赎回,1.00%,华泰柏瑞,,
亚洲市场,513390,纳指100ETF,1.675,0.78%,18248.25,164138,700,1.6872,25-05-12,1.6872,25-05-12,-0.72%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,0.65%,博时基金,,
亚洲市场,159659,纳斯达克100ETF,1.608,0.75%,37711.76,316274,500,1.6203,25-05-12,1.6207,25-05-12,-0.78%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,0.65%,招商基金,,
亚洲市场,513850,美国50ETF,1.328,0.91%,20309.25,168089,0,1.3385,25-05-12,1.3385,25-05-12,-0.78%,-,-,美国50,3.81%,-,开放申购,-,开放赎回,0.60%,易方达,,
亚洲市场,159696,纳指ETF易方达,1.385,0.73%,19521.46,223782,0,1.3967,25-05-12,1.3968,25-05-12,-0.84%,会员,会员,纳斯达克100,4.02%,-,开放申购,-,开放赎回,0.60%,易方达,,
亚洲市场,161125,标普500LOF,2.545,1.19%,1319.08,19482,0,2.5728,25-05-12,2.5727,25-05-12,-1.08%,会员,会员,标普500,3.26%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
亚洲市场,160140,美国REIT精选LOF,1.277,-0.23%,1659.37,14877,-2,1.292,25-05-12,1.2917,25-05-12,-1.14%,-,-,道琼斯美国精选REIT指数,1.01%,1.20%,限300,1.50%,开放赎回,1.00%,南方基金,,
亚洲市场,159655,标普ETF,1.518,0.53%,18354.22,215614,2800,1.5299,25-05-12,1.5359,25-05-12,-1.17%,会员,会员,标普500,3.26%,0.50%,开放申购,0.50%,开放赎回,0.75%,华夏基金,,
亚洲市场,501225,全球芯片LOF T+1,1.385,1.69%,728.31,11108,-23,1.4127,25-05-12,1.4032,25-05-12,-1.30%,-,-,全球芯片,-,1.50%,限1千,1.50%,开放赎回,1.40%,景顺长城,,
亚洲市场,513080,法国CAC40ETF,1.646,-0.66%,13190.69,53592,0,1.671,25-05-12,1.6678,25-05-12,-1.31%,-,-,法国CAC40,1.37%,-,暂停申购,-,开放赎回,0.65%,华安基金,,
亚洲市场,161130,纳斯达克100LOF,3.363,0.84%,1963.62,9655,1,3.4125,25-05-12,3.4125,25-05-12,-1.45%,会员,会员,纳斯达克100,4.02%,1.20%,限100,1.50%,开放赎回,0.60%,易方达,,
亚洲市场,161128,标普信息科技LOF,4.629,1.27%,6573.83,33403,3,4.7119,25-05-12,4.7106,25-05-12,-1.73%,-,-,标普500信息科技指数,4.66%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
亚洲市场,164824,印度基金LOF,1.504,-0.86%,19664.13,150515,-948,1.5353,25-05-12,1.5350,25-05-12,-2.02%,会员,会员,印度ETP指数,-,1.20%,暂停申购,1.50%,开放赎回,1.40%,工银瑞信,,
亚洲市场,161126,标普医疗保健LOF,1.781,1.37%,2501.68,6008,-17,1.8273,25-05-12,1.8203,25-05-12,-2.16%,-,-,标普500医疗保健等权重指数,2.43%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
亚洲市场,501312,海外科技LOF,1.53,1.32%,5415.44,24832,-24,1.5647,25-05-12,1.5644,25-05-12,-2.20%,-,-,海外科技,-,1.20%,限100,1.50%,开放赎回,1.20%,华宝基金,,
亚洲市场,513220,中概互联ETF,1.252,-0.48%,8564.11,21711,-5000,1.2861,25-05-12,1.2807,25-05-12,-2.24%,-,-,中证全球中国互联网指数,3.63%,-,开放申购,-,开放赎回,0.65%,招商基金,,
亚洲市场,159605,中概互联ETF,1.069,-0.28%,61953.05,457449,-20000,1.1025,25-05-12,1.0968,25-05-12,-2.53%,-,-,中证海外中国互联网30指数,3.76%,-,开放申购,-,开放赎回,0.60%,广发基金,,
亚洲市场,164906,中概互联网LOF,1.197,0.25%,1940.84,100120,-101,1.2328,25-05-12,1.2281,25-05-12,-2.53%,-,-,中证海外中国互联网指数,4.63%,1.20%,开放申购,1.50%,开放赎回,1.40%,交银施罗德,,
亚洲市场,159607,中概互联网ETF,1.064,-0.37%,28371.35,123483,-3000,1.0975,25-05-12,1.0918,25-05-12,-2.55%,-,-,中证海外中国互联网30指数,3.76%,0.00%,开放申购,0.00%,开放赎回,0.60%,嘉实基金,,
亚洲市场,513050,中概互联网ETF,1.411,-0.56%,246161.52,2486843,-63900,1.4532,25-05-12,1.4527,25-05-12,-2.87%,-,-,中国互联网50,4.37%,0.50%,开放申购,0.50%,开放赎回,0.80%,易方达,,
亚洲市场,160644,港美互联网LOF,1.294,0.70%,1592.67,5046,13,1.3144,25-05-12,1.3347,25-05-12,-3.05%,-,-,中证海外中国互联网指数,4.63%,1.50%,限10万,1.50%,开放赎回,1.40%,鹏华基金,,
亚洲市场,159329,沙特ETF,1.024,2.40%,93736.83,91169,1000,0.9826,25-05-12,-,-,-,-,-,富时沙特阿拉伯,-,-,开放申购,-,开放赎回,0.60%,南方基金,,
亚洲市场,159687,亚太精选ETF,1.324,-0.53%,3421.03,47523,0,1.3237,25-05-12,-,-,-,-,-,富时亚太低碳精选,-,-,开放申购,-,开放赎回,0.25%,南方基金,,
亚洲市场,160125,南方香港LOF,1.449,-0.34%,1025.23,6439,244,1.4585,25-05-12,-,-,-,-,-,恒生指数,-,1.30%,开放申购,1.50%,开放赎回,1.40%,南方基金,,
亚洲市场,520830,沙特ETF,0.992,0.71%,33918.62,81562,500,0.9722,25-05-12,-,-,-,-,-,富时沙特阿拉伯,-,-,开放申购,-,开放赎回,0.60%,华泰柏瑞,,
